time_steps,reward ep.,length
4700160,-0.8,80.0
4705280,-0.6,64.8
4710400,-0.9800000000000001,63.2
4715520,0.4,83.0
4720640,-0.7200000000000001,111.4
4725760,-0.78,90.4
4730880,-1.5799999999999998,89.2
4736000,-1.3,98.0
4741120,-0.9199999999999999,105.6
4746240,0.0,99.0
4751360,-0.32,69.8
4756480,0.039999999999999994,115.0
4761600,-1.64,81.0
4766720,-1.1599999999999997,100.0
4771840,-1.2,112.4
4776960,-1.1800000000000002,82.0
4782080,-0.96,76.4
4787200,-0.8400000000000001,97.2
4792320,-0.9799999999999999,89.2
4797440,-0.56,70.0
4802560,-0.64,59.6
4807680,-0.62,71.2
4812800,-1.4,94.8
4817920,-0.22000000000000006,110.2
4823040,-0.3,113.4
4828160,-0.74,90.0
4833280,-0.9,97.2
4838400,-0.5800000000000001,102.0
4843520,-0.8600000000000001,102.4
4848640,-1.1,98.0
4853760,-0.4,89.0
4858880,-1.04,125.8
4864000,-0.72,106.0
4869120,-1.1199999999999999,67.2
4874240,-0.5799999999999998,87.2
4879360,-0.22000000000000003,78.2
4884480,-1.24,102.2
4889600,-0.78,73.6
4894720,-0.28,121.6
4899840,-0.6399999999999999,104.4
4904960,-1.1800000000000002,68.2
4910080,-0.8399999999999999,116.2
4915200,-0.9400000000000001,96.8
4920320,-1.36,58.4
4925440,-0.82,96.8
4930560,0.11999999999999997,92.6
4935680,-1.5,87.4
4940800,0.27999999999999997,71.2
4945920,-0.66,87.4
4951040,-0.86,90.6
4956160,-0.82,82.0
4961280,-0.2,93.2
4966400,-0.48,104.8
4971520,-0.9400000000000001,92.4
4976640,-0.8,78.4
4981760,-0.96,132.0
4986880,-1.16,74.4
4992000,-1.08,90.4
4997120,-1.08,80.4
